,Dzień Znalezienia,Numer Pociągu,Relacja Pociągu,Stacja Znalezienia,Rodzaj Rzeczy
3486,2024-11-14,5604,,Wrocław Główny,Rzeczy Osobiste
3487,2024-11-14,5306,Gdynia - Kraków,Kraków Główny,Rzeczy Osobiste
3488,2024-11-14,1306,Warszawa Wschodnia -Kraków Główny,Kraków Główny,Ubranie
3489,2024-11-14,108,Wien Hbf - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
3490,2024-11-14,1302,Warszawa Wschodnia -Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3491,2024-11-14,68104,Wrocław Gł. - Szczecin Gł.,Szczecin Główny,Reklamówka / Torba
3492,2024-11-14,11112,Terespol - Warszawa Zach.,Warszawa Zachodnia,Telefon
3493,2024-11-14,71102,Zielona Góra Gł. - Warszawa Wsch.,Gniezno,Sprzęt Elektroniczny
3494,2024-11-14,81107,Szczecin Gł. - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
3495,2024-11-14,5602,Gdynia Gł. - Wrocław Gł.,Bydgoszcz Główna,Etui
3496,2024-11-14,1306,Warszawa Wschodnia -Kraków Główny,Kraków Główny,Etui
3497,2024-11-14,88101,Piła Gł. - Gorzów Wlkp.,Gorzów Wielkopolski,Etui
3498,2024-11-13,56102,Olsztyn Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
3499,2024-11-13,,,Wrocław Główny,Sprzęt Elektroniczny
3500,2024-11-13,4120,Bielsko-Biała Gł. - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
3501,2024-11-13,83172,Świnoujście - Przemyśl Gł.,Brzesko-Okocim,Walizka / Plecak
3502,2024-11-13,16102,,Wrocław Główny,Ubranie
3503,2024-11-13,18114,Łódź Fabryczna - Kołobrzeg,Warszawa Wschodnia,Dokument/Y
3504,2024-11-13,3602,,Wrocław Główny,Ubranie
3505,2024-11-13,15102,Warszawa Wsch. - Gdynia Gł.,Gdynia Główna,Książka
3506,2024-11-13,3602,,Wrocław Główny,Dokument/Y
3507,2024-11-13,3602,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Ubranie
3508,2024-11-13,17102,Warszawa Wsch. - Zielona Góra Gł.,Zielona Góra Główna,Walizka / Plecak
3509,2024-11-13,73105,Zielona Góra-Przemyśl Gł,Przemyśl Bakończyce,Sprzęt Elektroniczny
3510,2024-11-13,65102,Wrocław Gł. - Olsztyn Gł.,Olsztyn Główny,Saszetka / Nerka
3511,2024-11-13,6301,Wrocław Gł - Przemyśl Gł,Przemyśl Bakończyce,Sprzęt Elektroniczny
3512,2024-11-13,5350,Gdynia-Kraków,Kraków Główny,Ubranie
3513,2024-11-13,3514,Przemyśl Gł. - Gdynia Gł.,Tczew,Walizka / Plecak
3514,2024-11-13,85108,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Walizka / Plecak
3515,2024-11-13,13000,Mockava -Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3516,2024-11-13,8320,Szczecin-Kraków,Kraków Główny,Rzeczy Osobiste
3517,2024-11-13,7322,Poznań-Kraków,Kraków Główny,Sprzęt Elektroniczny
3518,2024-11-13,4500,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Turystyczny
3519,2024-11-13,6100,Wrocław Gł. - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
3520,2024-11-13,13102,Warszawa Wschodnia -Kraków Główny,Kraków Główny,Ubranie
3521,2024-11-13,5328,Olszyn-Kraków,Kraków Główny,Ubranie
3522,2024-11-13,9108,Łódź Fabryczna - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
3523,2024-11-13,5320,Olsztyn Główny -Krakow Główny,Kraków Główny,Sprzęt Elektroniczny
3524,2024-11-13,1320,Warszawa Wsch. - Chabówka,Kalwaria Zebrzydowska Lanckorona,Sprzęt Elektroniczny
3525,2024-11-13,81103,Szczecin Gł. - Suwałki,Tłuszcz,Saszetka / Nerka
3526,2024-11-13,1220,Warszawa Wsch. - Kielce Główne,Kielce Główne,Saszetka / Nerka
3527,2024-11-13,2100,Lublin Gł. - Łódź Fabryczna,Lublin Główny,Sprzęt Elektroniczny
3528,2024-11-13,115,Praha Hl. N. - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
3529,2024-11-13,4504,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
3530,2024-11-13,4524,Bielsko-Biała Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
3531,2024-11-13,,,Wrocław Główny,Etui
3532,2024-11-13,,,Wrocław Główny,Książka
3533,2024-11-13,6124,Wrocław-Białystok,Białystok,Sprzęt Elektroniczny
3534,2024-11-13,16170,Warszawa Wsch. - Jelenia Góra,Jelenia Góra,Książka
3535,2024-11-13,,,Wrocław Główny,Artykuły Medyczne
3536,2024-11-13,28104,Świnoujście-Hrubieszów Miasto,Lublin,Sprzęt Elektroniczny
3537,2024-11-12,83103,Świnoujście -Kraków Główny,Kraków Główny,Ubranie
3538,2024-11-12,26100,Lublin Gł. - Wrocław Gł.,Oława,Portfel
3539,2024-11-12,5306,Gdynia-Krakóe,Kraków Główny,Sprzęt Elektroniczny
3540,2024-11-12,3560,Zakopane - Gdynia Gł.,Gdynia Główna,Walizka / Plecak
3541,2024-11-12,53104,Gdynia Główna -Zakopane,Zakopane,Sprzęt Sportowy
3542,2024-11-12,71009,Berlin - Warszawa Wsch.,Warszawa Olszynka Grochowska,Rzeczy Osobiste
3543,2024-11-12,56102,Olsztyn Gł. - Wrocław Gł.,Wrocław Główny,Ubranie
3544,2024-11-12,56124,Olsztyn Gł. - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
3545,2024-11-12,6500,Jelenia Góra - Gdynia Gł.,Gdynia Główna,Ubranie
3546,2024-11-12,5306,Gdynia-Kraków,Kraków Główny,Książka
3547,2024-11-12,5300,Gdynia Główna -Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3548,2024-11-12,91100,Łódź Fabryczna - Warszawa Wsch.,Warszawa Wschodnia,Walizka / Plecak
3549,2024-11-12,11112,Terespol - Warszawa Zach.,Warszawa Zachodnia,Walizka / Plecak
3550,2024-11-12,72100,Zielona Góra Gł. - Lublin Gł.,Lublin Główny,Reklamówka / Torba
3551,2024-11-12,33108,Przemyśl Główny -Krakow Główny,Kraków Główny,Ubranie
3552,2024-11-12,1908,Warszawa Wschodnia - Łódź Fabryczna,Łódźfabryczna,Artykuły Muzyczne
3553,2024-11-12,3522,Kraków Gł. - Olsztyn Gł.,Nidzica,Walizka / Plecak
3554,2024-11-12,73100,Poznań Gł. - Kraków Gł.,Krzeszowice,Ubranie
3555,2024-11-12,42100,Katowice - Lublin Gł.,Skarżysko-Kamienna,Sprzęt Elektroniczny
3556,2024-11-12,5350,Gdynia Główna -Kraków Główny,Kraków Główny,Ubranie
3557,2024-11-12,61105,Wrocław -Białystok,Białystok,Reklamówka / Torba
3558,2024-11-12,3150,Zakopane - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
3559,2024-11-12,31102,Kraków Gł. - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
3560,2024-11-12,1600,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Sprzęt Turystyczny
3561,2024-11-12,13000,Mockava -Krakow Główny,Kraków Główny,Ubranie
3562,2024-11-12,115,Praha Hl. N. - Przemyśl Gł.,Przemyśl Główny,Sprzęt Elektroniczny
3563,2024-11-12,53103,Gdynia Gł. - Zakopane,Zakopane,Książka
3564,2024-11-12,5402,Gdynia Gł. - Bielsko-Biała Gł.,Bielsko-Biała Główna,Walizka / Plecak
3565,2024-11-12,5326,Olsztyn Główny -Kraków Główny,Kraków Główny,Ubranie
3566,2024-11-12,5306,Gdynia Główna -Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3567,2024-11-11,5460,Olsztyn Gł. - Wisła Uzdr.,Warszawa Zachodnia,Rzeczy Osobiste
3568,2024-11-11,5308,Gdynia Gł. - Rzeszów Główny,Rzeszów Główny,Książka
3569,2024-11-11,13103,Warszawa Wschodnia -Kraków Główny,Kraków  Główny,Ubranie
3570,2024-11-11,"6123 ,ED-161",Wroclaw-Warszawa,Warszawa Olszynka Grochowska,Sprzęt Agd
3571,2024-11-11,73100,Poznań Główny -Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3572,2024-11-11,7322,Poznań Główny -Kraków Główny,Kraków Główny,Rzeczy Osobiste
3573,2024-11-11,6150,Szklarska Por.G. - Warszawa Wsch.,Szklarska Poręba Górna,Rzeczy Osobiste
3574,2024-11-11,61104,Wrocław Gł. - Białystok,Warszawa Centralna,Walizka / Plecak
3575,2024-11-11,3720,Kraków-Poznań,Poznań Główny,Artykuły Muzyczne
3576,2024-11-11,23100,Lublin Gł. - Kraków Gł.,Kraków Główny,Reklamówka / Torba
3577,2024-11-11,3120,Zakopane - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
3578,2024-11-11,8305,Szczecin Gł-Przemyśl Gł,Przemyśl Bakończyce,Sprzęt Elektroniczny
3579,2024-11-11,5314,Gdynia Gł. - Przemyśl Gł.,Przemyśl Główny,Rzeczy Osobiste
3580,2024-11-11,82104,Świnoujście - Hrubieszów Miasto,Lublin Główny,Ubranie
3581,2024-11-11,3150,Zakopane - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
3582,2024-11-11,16100,Warszawa Wsch. - Jelenia Góra,Skierniewice,Sprzęt Elektroniczny
3583,2024-11-11,83172,Ustka-Przemyśl Gł,Przemyśl Bakończyce,Artykuły Muzyczne
3584,2024-11-11,311,Bohumin - Lublin Gł.,Lublin Główny,Obuwie
3585,2024-11-11,51102,Gdynia Gł. - Warszawa Wsch.,Warszawa Wschodnia,Reklamówka / Torba
3586,2024-11-11,115,Praha Hl. N. - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
3587,2024-11-11,8320,Szczecin Główny- Kraków Główny,Kraków Główny,Ubranie
3588,2024-11-11,16106,Białystok - Wrocław Gł.,Wrocław Główny,Artykuły Biurowe
3589,2024-11-11,4122,Bielsko-Biała Gł. - Białystok,Białystok,Reklamówka / Torba
3590,2024-11-11,4522,Racibórz - Olsztyn Gł,Olsztyn Główny,Kosztowności
3591,2024-11-11,37100,Kraków Gł. - Poznań Gł.,Częstochowa Stradom,Telefon
3592,2024-11-11,5400,Gdynia Gł. - Gliwice,Gliwice,Ubranie
3593,2024-11-11,61106,Wrocław Gł. - Białystok,Wołomin,Sprzęt Elektroniczny
3594,2024-11-11,36100,Kraków Gł. - Wrocław Gł.,Wrocław Główny,Ubranie
3595,2024-11-11,3600,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Ubranie
3596,2024-11-11,3502,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
3597,2024-11-11,1602,Warszawa Wsch. - Jelenia Góra,Wrocław Główny,Saszetka / Nerka
3598,2024-11-11,11106,Warszawa Zach. Terespol,Małaszewicze,Walizka / Plecak
3599,2024-11-10,3526,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
3600,2024-11-10,83172,Świnoujście - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
3601,2024-11-10,32100,Kraków Gł. - Lublin Gł.,Lublin Główny,Rzeczy Osobiste
3602,2024-11-10,8320,Szczecin Gł. - Kraków Gł.,Kraków Główny,Ubranie
3603,2024-11-10,5300,Gdynia Główna-Kraków Główny,Kraków Główny,Ubranie
3604,2024-11-10,71100,Zielona Góra-Warszawa,Zbąszynek,Artykuły Dziecięce
3605,2024-11-10,3504,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
3606,2024-11-10,406,München Hbf - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
3607,2024-11-10,13104,Warszawa Wsch. - Przemyśl Gł.,Radom Główny,Książka
3608,2024-11-10,35105,Zakopane - Gdynia Gł.,Malbork,Sprzęt Sportowy
3609,2024-11-10,3522,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Telefon
3610,2024-11-10,21101,Lublin-Warszawa,Warszawa Olszynka Grochowska,Sprzęt Elektroniczny
3611,2024-11-10,3520,Kraków Gł. - Olsztyn Gł.,Działdowo,Rzeczy Osobiste
3612,2024-11-10,2700,Lublin Gł. - Żary,Wrocław Główny,Walizka / Plecak
3613,2024-11-10,5304,Gdynia Główna -Kraków Główny,Kraków Główny,Książka
3614,2024-11-10,3502,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Ubranie
3615,2024-11-10,5315,Gdynia Gł -Przemyśl Gł,Przemyśl Bakończyce,Ubranie
3616,2024-11-10,6124,Wrocław Gł. - Białystok,Białystok,Sprzęt Elektroniczny
3617,2024-11-10,311,Bohumin - Lublin Gł.,Lublin Główny,Reklamówka / Torba
3618,2024-11-10,27100,Lublin Gł. - Zielona Góra Gł.,Gorzów Wielkopolski,Reklamówka / Torba
3619,2024-11-10,6124,Wrocław Gł. - Białystok,Białystok,Reklamówka / Torba
3620,2024-11-10,16106,Białystok - Wrocław Gł.,Wrocław Główny,Ubranie
3621,2024-11-10,6301,Wrocław Gł- Przemyśl Gł,Przemyśl Bakończyce,Rzeczy Osobiste
3622,2024-11-10,5306,Gdynia-Kraków,Kraków Główny,Ubranie
3623,2024-11-10,84100,Słupsk -Katowice,Katowice,Książka
3624,2024-11-10,1604,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Ubranie
3625,2024-11-10,5306,Gdynia-Kraków,Kraków Główny,Sprzęt Turystyczny
3626,2024-11-10,3600,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Obuwie
3627,2024-11-10,1350,Warszawa Wsch. - Zakopane,Zakopane,Walizka / Plecak
3628,2024-11-10,16104,Białystok - Wrocław Gł.,Wrocław Główny,Ubranie
3629,2024-11-10,5100,Gdynia Gł. - Warszawa Zach.,Warszawa Zachodnia,Ubranie
3630,2024-11-10,3720,Kraków Gł. - Poznań Gł.,Pleszew,Rzeczy Osobiste
3631,2024-11-10,52100,Bydgoszcz Gł. - Chełm,Chełm,Rzeczy Osobiste
3632,2024-11-10,3700,Przemyśl Gł. - Poznań Gł.,Leszno,Rzeczy Osobiste
3633,2024-11-10,56102,Olsztyn - Wrocław,Wrocław Gł,Rzeczy Osobiste
3634,2024-11-10,6124,Wrocław Gł. - Białystok,Białystok,Walizka / Plecak
3635,2024-11-10,3120,Zakopane - Warszawa Wsch.,Warszawa Wschodnia,Telefon
3636,2024-11-10,5600,Gdynia Gł. - Jelenia Góra,Wrocław Główny,Ubranie
3637,2024-11-10,3520,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
3638,2024-11-10,71104,Poznań Gł. - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
3639,2024-11-10,5332,Bydgoszcz Gł. - Rzeszów Główny,Rzeszów Główny,Rzeczy Osobiste
3640,2024-11-10,31108,Kraków Gł. - Łódź Fabryczna,Piotrków Trybunalski,Rzeczy Osobiste
3641,2024-11-10,3514,Przemyśl Gł. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
3642,2024-11-10,1542,Warszawa Zach. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
3643,2024-11-10,31108,Kraków Gł. - Łódź Fabryczna,Piotrków Trybunalski,Sprzęt Elektroniczny
3644,2024-11-10,45150,Bielsko-Biała Gł. - Bydgoszcz Gł.,Bydgoszcz Główna,Reklamówka / Torba
3645,2024-11-09,73003,Frankfurt-Kraków,Kraków Główny,Sprzęt Elektroniczny
3646,2024-11-09,3720,Kraków Gł. - Poznań Gł.,Środa Wielkopolska,Ubranie
3647,2024-11-09,63106,Jelenia Góra - Kraków Gł.,Kraków Główny,Walizka / Plecak
3648,2024-11-09,6301,Wrocław Gł-Przemyśl Gł,Przemyśl Bakończyce,Ubranie
3649,2024-11-09,1320,Warszawa Wsch. - Zakopane,Zakopane,Książka
3650,2024-11-09,5328,Olsztyn-Kraków,Kraków Gółwny,Sprzęt Elektroniczny
3651,2024-11-09,114,Przemyśl Gł. - Praha-Vršovice,Czechowice-Dziedzice,Ubranie
3652,2024-11-09,3120,Zakopane - Warszawa Wsch.,Warszawa Wschodnia,Walizka / Plecak
3653,2024-11-09,54102,Gdynia Gł. - Katowice,Katowice,Walizka / Plecak
3654,2024-11-09,85102,Szczecin Gł. - Olsztyn Gł.,Olsztyn Główny,Ubranie
3655,2024-11-09,4504,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
3656,2024-11-09,25100,Chełm - Bydgoszcz Gł.,Warszawa Zachodnia,Sprzęt Elektroniczny
3657,2024-11-09,23100,Lublin Gł. - Kraków Gł.,Kraków Główny,Walizka / Plecak
3658,2024-11-09,83173,Świnoujście -Przemyśl Gł,Przemyśl Bakończyce,Ubranie
3659,2024-11-09,4560,Wisła Uzdr. - Olsztyn Gł.,Nowy Dwór Mazowiecki,Walizka / Plecak
3660,2024-11-09,6500,Jelenia Góra - Gdynia Gł.,Wrocław Główny,Reklamówka / Torba
3661,2024-11-09,21010,Dorohusk - Warszawa Wsch.,Warszawa Wschodnia,Telefon
3662,2024-11-09,3722,Kraków Gł. - Poznań Gł.,Poznań Główny,Walizka / Plecak
3663,2024-11-09,71102,Zielona Góra Gł. - Warszawa Wsch.,Zielona Góra Główna,Dokument/Y
3664,2024-11-09,16108,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Książka
3665,2024-11-09,5602,Gdynia Gł. - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
3666,2024-11-09,51102,Gdynia Gł. - Warszawa Zach.,Niemojki,Telefon
3667,2024-11-09,4506,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Sprzęt Elektroniczny
3668,2024-11-09,57106,Gdynia Gł. - Poznań Gł.,Bydgoszcz Główna,Ubranie
3669,2024-11-09,5328,Olsztyn-Kraków,Kraków Główny,Ubranie
3670,2024-11-09,8304,Szczecin Gł. - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
3671,2024-11-09,247,Berlin Hbf - Warszawa Wsch.,Warszawa Wschodnia,Walizka / Plecak
3672,2024-11-09,5308,Gdynia Gł. - Rzeszów Główny,Kraków Główny,Ubranie
3673,2024-11-09,60107,Wrocław Gł. - Strzelin,Strzelin,Sprzęt Elektroniczny
3674,2024-11-09,30112,Kraków Gł. - Zagórz,Zagórz,Sprzęt Turystyczny
3675,2024-11-09,44000,Wien Hbf- Katowice,Katowice,Sprzęt Turystyczny
3676,2024-11-09,83170,Kołobrzeg-Kraków Główny,Kraków Główny,Ubranie
3677,2024-11-09,5324,Olsztyn Główny -Kraków Główny,Kraków Główny,Artykuły Biurowe
3678,2024-11-09,5220,Bydgoszcz Gł. - Lublin Gł.,Lublin Główny,Sprzęt Turystyczny
3679,2024-11-09,1624,Białystok - Wrocław Gł.,Wrocław Główny,Książka
3680,2024-11-08,58106,Olsztyn Gł. - Szczecin Gł.,Elbląg,Sprzęt Elektroniczny
3681,2024-11-08,5350,Gdynia Główna- Kraków Główny,Kraków Główny,Ubranie
3682,2024-11-08,1306,Warszawa Wschodnia- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3683,2024-11-08,5326,Olsztyn-Kraków,Kraków Główny,Ubranie
3684,2024-11-08,5304,Gdynia Główna- Kraków Główny,Kraków Główny,Ubranie
3685,2024-11-08,3560,Zakopane - Gdynia Gł.,Kalwaria Zebrzydowska Lanckorona,Saszetka / Nerka
3686,2024-11-08,5302,Gdynia Główna- Kraków Główny,Kraków Główny,Sprzęt Elektroniczny
3687,2024-11-08,1320,Warszawa Wsch. - Zakopane,Zakopane,Ubranie
3688,2024-11-08,1600,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
3689,2024-11-08,5312,Gdynia Gł. - Przemyśl Gł.,Przemyśl Główny,Ubranie
3690,2024-11-08,71100,Zielona Góra Gł. - Warszawa Wsch.,Warszawa Wschodnia,Ubranie
3691,2024-11-08,24100,Lublin - Katowice,Katowice,Ubranie
3692,2024-11-08,83100,Szczecinek - Rzeszów Główny,Rzeszów Zachodni,Artykuły Biurowe
3693,2024-11-08,83172,Szczecin-Przemyśl Gł,Przemyśl Główny,Sprzęt Elektroniczny
3694,2024-11-08,61101,Jelenia Góra -Warszawa Wschodnia,Warszawa Olszynka Grochowska,Sprzęt Elektroniczny
3695,2024-11-08,83103,Świnoujście-Kraków,Kraków Główny,Sprzęt Turystyczny
3696,2024-11-08,57,Berlin Hbf - Przemyśl Gł.,Dębica,Rzeczy Osobiste
3697,2024-11-08,5320,Olsztyn-Kraków,Kraków Główny,Artykuły Biurowe
3698,2024-11-08,8305,Szczecin Gł- Przemyśl Gł,Przemyśl Bakończyce,Artykuły Muzyczne
3699,2024-11-08,45,Berlin Hbf - Warszawa Wsch.,Warszawa Wschodnia,Artykuły Spożywcze
3700,2024-11-08,3526,Kraków Gł. - Olsztyn Gł.,Olsztyn Główny,Rzeczy Osobiste
3701,2024-11-08,109,Gdynia Gł. - Wien Hbf,Zawiercie,Książka
3702,2024-11-08,5102,Gdynia -Warszawa,Warszawa Olszynka Grochowska,Ubranie
3703,2024-11-08,16102,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Artykuły Spożywcze
3704,2024-11-08,7301,Poznań Gł-Przemyśl Gł,Przemyśl Bakończyce,Rzeczy Osobiste
3705,2024-11-08,4506,Bielsko-Biała Gł. - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
3706,2024-11-08,4123,Bielsko-Biała-Białystok,Białystok,Reklamówka / Torba
3707,2024-11-08,3502,Kraków Gł. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
3708,2024-11-08,1602,Warszawa Wsch. - Jelenia Góra,Wrocław Główny,Etui
3709,2024-11-08,1604,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
3710,2024-11-08,406,München Hbf - Warszawa Wsch.,Warszawa Wschodnia,Rzeczy Osobiste
3711,2024-11-08,45151,Bielsko-Biała Gł-Bydgoszcz Gł,Bydgoszcz Główna,Walizka / Plecak
3712,2024-11-08,43002,Graz-Przemyśl Gł,Przemyśl Główny,Sprzęt Elektroniczny
3713,2024-11-08,115,Praha Hl. N. - Przemyśl Gł.,Przemyśl Główny,Walizka / Plecak
3714,2024-11-08,4502,Warszawa - Gdynia,Gdynia Główna,Walizka / Plecak
3715,2024-11-08,1306,Warszawa Wschodnia- Kraków Główny,Kraków Główny,Ubranie
3716,2024-11-07,6126,Zgorzelec - Warszawa Wsch.,Zgorzelec,Ubranie
3717,2024-11-07,16108,,Wrocław Główny,Ubranie
3718,2024-11-07,83172,Świnoujście - Przemyśl Gł.,Przemyśl Główny,Książka
3719,2024-11-07,16108,,Wrocław Główny,Parasol
3720,2024-11-07,7200,Żary - Lublin Gł.,Lublin Główny,Ubranie
3721,2024-11-07,5300,Gdynia Gł. - Kraków Gł.,Kraków Główny,Ubranie
3722,2024-11-07,4526,Katowice - Gdynia Gł.,Gdynia Główna,Rzeczy Osobiste
3723,2024-11-07,37102,Kraków Gł. - Poznań Gł.,Olesno Śląskie,Obuwie
3724,2024-11-07,59,Berlin-Gdynia,Gdynia Leszczynki,Telefon
3725,2024-11-07,3600,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
3726,2024-11-07,1602,Warszawa Wsch. - Jelenia Góra,Wałbrzych Miasto,Sprzęt Elektroniczny
3727,2024-11-07,37102,Kraków Gł. - Poznań Gł.,Zawiercie,Rzeczy Osobiste
3728,2024-11-07,59,Berlin-Gdynia,Gdynia Leszczynki,Portfel
3729,2024-11-07,1900,Warszawa Wsch. - Łódź Fabryczna,Łódź Fabryczna,Rzeczy Osobiste
3730,2024-11-07,68102,Wrocław Gł. - Słupsk,Poznań Główny,Telefon
3731,2024-11-07,3504,Kraków-Gdynia,Gdynia Grabówek,Etui
3732,2024-11-07,16104,Białystok - Wrocław Gł.,Wrocław Główny,Sprzęt Elektroniczny
3733,2024-11-07,82104,Świnoujście - Hrubieszów Miasto,Lublin Zachodni,Ubranie
3734,2024-11-07,3600,Przemyśl Gł. - Wrocław Gł.,Wrocław Główny,Rzeczy Osobiste
3735,2024-11-07,3550,Kraków-Gdynia,Gdynia Grabówek,Ubranie
3736,2024-11-06,4502,Gliwice - Gdynia Gł.,Gdynia Główna,Książka
3737,2024-11-06,5315,Gdynia Gł-Przemyśl Gł,Przemyśl Główny,Sprzęt Elektroniczny
3738,2024-11-06,3560,Kraków-Gdynia,Gdynia Grabówek,Rzeczy Osobiste
3739,2024-11-06,58108,Olsztyn Gł. - Szczecin Gł.,Lębork,Walizka / Plecak
3740,2024-11-06,85100,Szczecin Gł. - Gdańsk Gł.,Lębork,Dokument/Y
3741,2024-11-06,6120,Wrocław Gł. - Warszawa Wsch.,Warszawa Zachodnia,Sprzęt Elektroniczny
3742,2024-11-06,81170,Świnoujście-Warszawa,Warszawa Olszynka Grochowska,Rzeczy Osobiste
3743,2024-11-06,1624,Białystok - Wrocław Gł.,Wrocław Główny,Etui
3744,2024-11-06,18104,Białystok - Szczecin Gł.,Słupsk,Walizka / Plecak
3745,2024-11-06,5300,Gdynia Główna - Kraków Główny,Kraków Główny,Ubranie
3746,2024-11-06,3512,Kraków-Gdynia,Gdynia Leszczynki,Saszetka / Nerka
3747,2024-11-06,83170,Kołobrzeg- Kraków Główny,Kraków Główny,Etui
3748,2024-11-06,1306,Warszawa Wschodnia - Kraków Główny,Kraków Główny,Ubranie
3749,2024-11-06,5320,Olsztyn-Kraków,Kraków Główny,Sprzęt Elektroniczny
3750,2024-11-06,1604,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Walizka / Plecak
3751,2024-11-06,4508,Gliwice - Gdynia Gł.,Gdynia Główna,Ubranie
3752,2024-11-06,4522,Racibórz - Olsztyn Gł.,Olsztyn Główny,Ubranie
3753,2024-11-06,25100,Chełm-Bydgoszcz Gł,Byggoszcz Gł,Artykuły Spożywcze
3754,2024-11-06,13000,Mockava- Kraków Główny,Kraków Główny,Ubranie
3755,2024-11-06,5350,Gdynia Główna - Kraków Główny,Kraków Główny,Ubranie
3756,2024-11-06,0000,--------,Gdynia Leszczynki,Dokument/Y
3757,2024-11-06,60105,Wrocław Gł. - Jelenia Góra,Jelenia Góra,Ubranie
3758,2024-11-06,12106,Warszawa Zach. - Lublin Gł.,Lublin Główny,Sprzęt Elektroniczny
3759,2024-11-06,5124,Bydgoszcz Gł. - Warszawa Wsch.,Warszawa Centralna,Saszetka / Nerka
3760,2024-11-06,57104,Gdynia Gł. - Zielona Góra Gł.,Zielona Góra Główna,Telefon
3761,2024-11-06,25100,Chełm - Bydgoszcz Gł.,Bydgoszcz Główna,Artykuły Spożywcze
3762,2024-11-05,81110,Piła Gł. - Warszawa Wsch.,Warszawa Wschodnia,Sprzęt Elektroniczny
3763,2024-11-05,3514,Przemyśl Gł. - Gdynia Gł.,Gdynia Główna,Reklamówka / Torba
3764,2024-11-05,3600,Przemyśl Gł. - Wrocław Gł.,Gliwice,Telefon
3765,2024-11-05,16108,Warszawa Wsch. - Wrocław Gł.,Żyrardów,Rzeczy Osobiste
3766,2024-11-05,16108,Warszawa Wsch. - Wrocław Gł.,Wrocław Główny,Reklamówka / Torba
